단어,발음,주요뜻,메모,암기여부,저장날짜
antic,ǽntik,익살스러운|익살|장난,"1)【혼돈어휘】	antic	[ǽntik] 별난, 괴상한	antique	고대의;구식의 												

",미암기,2010-11-15 12:06:28
antidote,ǽntidòut,해독제|교정 수단|치료법,"1)【혼돈어휘】	antidote	해독제	anecdote	일화												

",미암기,2010-11-15 12:06:28
antipathy,æntípəθi,반감|혐오|비위에 안 맞음,"1)【혼돈어휘】	antipathy	반감	apathy	무관심	empathy	감정이입 										

",미암기,2010-11-15 12:06:28
apology,əpάlədʒi,사과|사죄|변명,"1)【혼돈어휘】	apology	사과	apologia	변명	apologue	우화										

",미암기,2010-11-15 12:06:28
appellant,əpélənt,상소인|항고인|항소의,"1)【혼돈어휘】	appellant 	항소의, 상고의	appealing  	마음을 끄는, 매력적인												

",미암기,2010-11-15 12:06:28
apprise,əpráiz,통고하다|알리다|통지하다,"1)【혼돈어휘】	apprise	알리다	appraise	평가하다	praise	칭찬하다, 찬미하다										

",미암기,2010-11-15 12:06:28
approbation,ӕprəbéiʃən,승인|시인|칭찬,"1)【혼돈어휘】	approbation 	허가, 인가	probation	시험, 검정; 집행유예	probity	성격의 강직, 성실, 고결										

",미암기,2010-11-15 12:06:28
arbitrate,άːrbətrèit,중재하다|중재에 의하여 결정하다|조정하다,"1)【혼돈어휘】	arbitrate 	중재하다,조정하다	arbitrary	제멋대로인, 독단적인												

",미암기,2010-11-15 12:06:28
arcane,aːrkéin,비밀의|불가사의한|애매한,"1)【혼돈어휘】	arcane 	비밀의, 불가사의한	archaic	고대의; 오래된, 낡은												

",미암기,2010-11-15 12:06:28
arid,ǽrid,불모의|건조한|무미 건조한,"1)【혼돈어휘】	arid	건조한	acrid	쓴, 가혹한, 신랄한												

",미암기,2010-11-15 12:06:28
arise,əráiz,발생하다|생기다|일어나다|비롯되다|나타나다,"1)【혼돈어휘】	arise	발생하다	arouse	[관심・기대 등을] 일으키다												

",미암기,2010-11-15 12:06:28
arrange,əréindʒ,배치하다|준비하다|마련하다|정리하다|계획하다,"1)【혼돈어휘】	arrange	정돈하다; 계획하다	arraign	기소[고발]하다												

",미암기,2010-11-15 12:06:28
arrogate,ǽrəgèit,사칭하다|가로채다|부당하게 요구하다,"1)【혼돈어휘】	arrogate	[권리 등을] 침해하다	abrogate	[법률・습관 등을] 폐지하다												

",미암기,2010-11-15 12:06:28
artifice,άːrtəfis,책략|농간|기술,"1)【혼돈어휘】	artifice	계략	artifact	인공물												

",미암기,2010-11-15 12:06:28
artificial,ὰːrtəfíʃəl,인공의|인위적인|인조의,"1)【혼돈어휘】	artificial	인공의	artful	교활한												

",미암기,2010-11-15 12:06:28
aspirator,ǽspərèitər,흡인기|흡입 장치|흡출기,"1)【혼돈어휘】	aspirator  	가스 흡입기	respirator 	호흡용 마스크, 방독면												

",미암기,2010-11-15 12:06:28
assent,əsént,동의|동의하다|찬성,"1)【혼돈어휘】	assent	동의	ascent	상승												

",미암기,2010-11-15 12:06:28
assumptive,əsΛmptiv,가정의|주제 넘은|거만한,"1)【혼돈어휘】	assumptive 	가설의,추측의	assumed 	가장한; 허위의, 추정되는	assuming 	건방진,거만한; 주제넘은										

",미암기,2010-11-15 12:06:28
astrology,əstrάlədʒi,점성술|점성학,"1)【혼돈어휘】	astrology	점성술	astronomy	천문학												

",미암기,2010-11-15 12:06:28
astronaut,ǽstrənɔ̀ːt,우주 비행사|우주인,"1)【혼돈어휘】	astronaut 	우주비행사 	astronomer	천문학자												

",미암기,2010-11-15 12:06:28
attempt,ətémpt,시도하다|노력|기도하다|계획하다|미수,"1)【혼돈어휘】	attempt 	시도하다; 시도	tempt	유혹하다, 부추기다												

",미암기,2010-11-15 12:06:28
attention,əténʃən,관심|주의력|주의|주목|집중,"1)【혼돈어휘】	attention	주의; 친절	attendance	출석[자]												

",미암기,2010-11-15 12:06:28
audition,ɔːdíʃən,심사|오디션을 하다|오디션,"1)【혼돈어휘】	audition 	청력, 청강; 오디션	audit 	회계감사, 결산												

",미암기,2010-11-15 12:06:28
augment,ɔːgmént,증강|증가시키다|강화|늘다,"1)【혼돈어휘】	augment	증가하다	argument	논쟁												

",미암기,2010-11-15 12:06:28
autistic,ɔːtístik,자폐증의|자폐성의,"1)【혼돈어휘】	autistic	자폐증의	artistic	예술적인												

",미암기,2010-11-15 12:06:28
automatic,ɔ̀ːtəmǽtik,자동의|자연적으로|무의식적인,"1)【혼돈어휘】	automatic	자동의	autocratic	독제적인												

",미암기,2010-11-15 12:06:28
automaton,ɔːtάmətὰn,자동 장치|오토마톤|자동 인형,"1)【혼돈어휘】	automaton	자동장치, 로봇[=robot] 	automation	자동제어 기계, 자동화												

",미암기,2010-11-15 12:06:28
avenue,ǽvənjùː,길|…가|방법,"1)【혼돈어휘】	avenue 	[도시의] 큰 대로; 수단	venue 	재판지, 범행지	revenue	세입; 수익,수입; 세무서										

",미암기,2010-11-15 12:06:28
averse,əvə́ːrs,싫어하는|싫어하여|반대하는,"1)【혼돈어휘】	averse	싫어하는	adverse	반대의; 불리한												

",미암기,2010-11-15 12:06:28
avocation,ӕvəkéiʃən,부업|취미|여기,"1)【혼돈어휘】	avocation 	부업, 취미 	vocation	본업, 천직	vacation	휴가										

",미암기,2010-11-15 12:06:28
award,əwɔ́ːrd,상|수여하다|어워드|상금,"1)【혼돈어휘】	award	상	reward	보상, 보수												

",미암기,2010-11-15 12:06:28
awesome,ɔ́ːsəm,멋진|대단한|굉장한|좋은|놀라운,"1)【혼돈어휘】	awesome	대단히 멋진	awful	무서운→ 지독히 나쁜												

",미암기,2010-11-15 12:06:28
babble,bǽbl,중얼거림|헛소리|조잘거림|쓸데없는|서투른 말,"1)【혼돈어휘】	babble	서툰 말로 지껄이다	bauble	[겉만 뻔지르르한] 장식물												

",미암기,2010-11-15 12:06:28
badly,bǽdli,나쁘게|심하게|잘못|매우|절실하게,"1)【혼돈어휘】	badly	형편없이; 심하게	bad	나쁜												

",미암기,2010-11-15 12:06:28
bald,bɔːld,대머리의|머리카락이 없는|자명한|닳은,"1)【혼돈어휘】	bald	대머리의	bold	대담한, 뻔뻔스러운												

",미암기,2010-11-15 12:06:28
barely,bέərli,거의 …않다|겨우|간신히,"1)【혼돈어휘】	barely	거의 ~않게	bare	발가벗은	bear	곰; 지니다, 참다										

",미암기,2010-11-15 12:06:28
barmy,bάːrmi,발효 중의|머리가 이상한|거품이 이는,"1)【혼돈어휘】	barmy	약간 미친	balmy	온화한												

",미암기,2010-11-15 12:06:28
barrack,bǽrək,야유하다|성원하다|막사에 수용하다,"1)【혼돈어휘】	barrack 	[군대의] 막사, 병영	barrage 	연발 사격; 집중 포화, 질문 공세												

",미암기,2010-11-15 12:06:28
bashful,bǽʃfəl,숫기 없는|부끄러운 듯한|부끄러워하는,"1)【혼돈어휘】	bashful	수줍어하는, 부끄럼타는	bash 	세게 때리다, 강타하다												

",미암기,2010-11-15 12:06:28
bass,beis,베이스|배스|저음의,"1)【혼돈어휘】	bass	저음부	base	기초, 토대, 기지; 비열한	basis	기초, 주성분										

",미암기,2010-11-15 12:06:28
bathe,beið,목욕하다|감싸다,"1)【혼돈어휘】	bathe	씻어내다, 목욕시키다	bath	목욕[하다], 욕조												

",미암기,2010-11-15 12:06:28
bathetic,bəθétik,점강법의|평범한|진부한,"1)【혼돈어휘】	bathetic	진부한	pathetic	불쌍한												

",미암기,2010-11-15 12:06:28
bazaar,bəzάːr,바자|시장|상점가|자선시,"1)【혼돈어휘】	bazaar	[자선 기금 등이 목적인] 시장, 바자회	bizarre	이상한	visa	사증, 비자										

",미암기,2010-11-15 12:06:28
beautify,bjúːtəfài,아름답게 하다|미화하다|…에 아름다움을 더하다,"1)【혼돈어휘】	beautify	아름답게 하다	beatify	행복하게 하다												

",미암기,2010-11-15 12:06:28
beneficial,bènəfíʃəl,이로운|유익한|도움이 되는,"1)【혼돈어휘】	beneficial	유익한	beneficent	자선심이 많은												

",미암기,2010-11-15 12:06:28
besides,bisáidz,…외에|게다가|그리고|…말고는|...제외하고,"1)【혼돈어휘】	besides	~뿐만 아니라	beside	~곁에												

",미암기,2010-11-15 12:06:28
biennial,baiéniəl,2년간 계속되는|2년마다의 행사|격년의,"1)【혼돈어휘】	biennial	2년마다의	biannual	연 2회의												

",미암기,2010-11-15 12:06:28
biliteral,bailítərəl,두 자로 된|두 글자의,"1)【혼돈어휘】	biliteral	두 자의	bilateral	양쪽의												

",미암기,2010-11-15 12:06:28
birth,bəːrθ,탄생|출생|태어남|출산|낳다,"1)【혼돈어휘】	birth	탄생	berth	정박; 숙소												

",미암기,2010-11-15 12:06:28
blanky,blǽŋki,공백이 많은,"1)【혼돈어휘】	blanky 	공백이 많은	blanch	~을 희게 하다, 표백하다												

",미암기,2010-11-15 12:06:28
bleach,bliːʧ,표백|탈색|미백|백화|블리칭,"1)【혼돈어휘】	bleach 	[blíːtʃ]  표백하다; 표백제 	breach	[법률 등의] 위반	broach	[말 등을] 꺼내다										

",미암기,2010-11-15 12:06:28
blend,blend,혼합물|혼합|블렌드|섞이다|어울리다,"1)【혼돈어휘】	blend	혼합하다	bland	온화한	brand	상표, 브랜드										

",미암기,2010-11-15 12:06:28
blight,blait,마름병|말라죽게 하다|말라죽다,"1)【혼돈어휘】	blight	시들게 하다, 망치다	bright	빛나는												

",미암기,2010-11-15 12:05:24
blink,bliŋk,깜빡이다|눈을 깜박이다|짧은 기간|쇠퇴하다,"1)【혼돈어휘】	blink 	깜빡거리다	brink	가장자리, 끝, 언저리; ~할 찰나												

",미암기,2010-11-15 12:05:24
bliss,blis,행복|블리스|환희|축복,"1)【혼돈어휘】	bliss	[더 없는] 기쁨	bless	축복하다												

",미암기,2010-11-15 12:05:24
block,blak,블록|차단|막다|구역|봉쇄,"1)【혼돈어휘】	block	[돌・나무 등의] 덩어리	bloc	[정치・경제상의] 블록, 권												

",미암기,2010-11-15 12:05:24
board,bɔːrd,위원회|보드|…판|이사회|탑승하다,"1)【혼돈어휘】	board	판자, 위원회	border	가장자리, 경계, 국경	boarder	기숙생	bother	귀찮게 하다								

",미암기,2010-11-15 12:05:24
bobble,bάbl,깐닥깐닥 움직이기|넘실거리는 파도의 움직임|펌블하다,"1)【혼돈어휘】	bobble	[bɑ́bl] 실수, 실책 	bubble	거품, 기포; 망상												

",미암기,2010-11-15 12:05:24
bombastic,bambǽstik,과장된|과대한|허황된,"1)【혼돈어휘】	bombastic	과장된	bombard	포격하다												

",미암기,2010-11-15 12:05:24
bondage,bάndidʒ,노예의 신분|속박|강제 노역,"1)【혼돈어휘】	bondage	노예 상태	bandage	붕대												

",미암기,2010-11-15 12:05:24
bony,bóuni,뼈 같은|뼈의|골질의,"1)【혼돈어휘】	bony	여윈	bonny	예쁜, 사랑스러운												

",미암기,2010-11-15 12:05:24
boost,buːst,늘리다|부양|증가하다|향상|활성화하다,"1)【혼돈어휘】	boost	후원하다, 부양하다	boast	자랑하다												

",미암기,2010-11-15 12:05:24
boring,bɔ́ːriŋ,지루한|따분한|재미없는|지겨운|보링,"1)【혼돈어휘】	boring	지루하게 하는	bored	따분한												

",미암기,2010-11-15 12:05:24
borne,bɔːrn,부담|책임지다|발생|기인한|낳았다,"1)【혼돈어휘】	borne	bear의 과거분사	was born	태어났다												

",미암기,2010-11-15 12:05:24
bouillon,búljan,부용|고기 국물|육즙,"1)【혼돈어휘】	bouillon	부용	bullion	금[은]과												

",미암기,2010-11-15 12:05:24
brandish,brǽndiʃ,휘두르다|휘두르기|…을 과시하다,"1)【혼돈어휘】	brandish 	[칼, 창 등을] 휘두르다	blandish	아첨하다; 감언으로 설득하다 												

",미암기,2010-11-15 12:05:24
breathe,briːð,숨쉬다|호흡하다|불어넣다|살아 있다|생존하다,"1)【혼돈어휘】	breathe 	숨쉬다 	breath	호흡 												

",미암기,2010-11-15 12:05:24
broker,bróukər,…을 중개하다|중개업자|주식 중개인,"1)【혼돈어휘】	broker 	브로커, 중개인	broke	파산하여, 무일푼으로												

",미암기,2010-11-15 12:05:24
brood,bruːd,종족|품다|골똘히 생각하다,"1)【혼돈어휘】	brood 	한 배의 병아리, 새끼; 종족; 곰곰이 생각하다, 수심에 잠기다; [어둠 등이] 뒤덮다	breed	[새끼를] 낳다, [알을] 까다 												

",미암기,2010-11-15 12:05:24
brunt,brʌnt,예봉|주력,"1)【혼돈어휘】	brunt 	[공격 등의] 예봉, 타격	blunt	무딘; 둔한, 퉁명스러운	blurt 	불쑥 말하다; 무심결에 누설하다 										

",미암기,2010-11-15 12:05:24
burst,bəːrst,터지다|폭발하다|터뜨리다|무너지다|분출하다,"1)【혼돈어휘】	burst	터지다	bust	부수다; 가슴, 상반신												

",미암기,2010-11-15 12:05:24
byword,baiˈwərˌd,전형|대명사|상투적인 말,"1)【혼돈어휘】	byword 	속담; 전형, 본보기	watchword	[군대] 암호; 표어, 슬로건	buzzword 	[신문이나 광고에서 유행하는] 전문용어										

",미암기,2010-11-15 12:05:24
cacophony,kækɔ́f-,불협화음|소음|불쾌한 음조,"1)【혼돈어휘】	cacophony 	불협화음	euphony 	듣기 좋은 음조												

",미암기,2010-11-15 12:05:24
cafeteria,kӕfətíəriə,구내 식당|카페테리아,"1)【혼돈어휘】	cafeteria 	간이식당 	café	카페[가벼운 음료 등을 마시는 장소]												

",미암기,2010-11-15 12:05:24
callow,kǽlou,미숙한|애숭이인|깃털이 아직 나지 않은,"1)【혼돈어휘】	callow 	아직 깃털이 나지 않은, 풋내기의	callous	무감각한; 냉정한, 냉담한												

",미암기,2010-11-15 12:05:24
calm,kaːm,진정시키다|차분한|침착한|조용한|가라앉히다,"1)【혼돈어휘】	calm	고요한, 평온한; 달래다	qualm	[종종 pl.] 불안, 염려, 양심의 가책	charm	매혹하다; 매력	glum 	시무룩한, 침울한; 무뚝뚝한								

",미암기,2010-11-15 12:05:24
canal,kəˈnal,운하|체내의 관,"1)【혼돈어휘】	canal	운하	carnal	육체의, 육욕적인	channel 	수로, 해협; 경로										

",미암기,2010-11-15 12:05:24
canalize,kǽnəlàiz,…에 운하를 만들다|…을 운하화하다|항행 가능한 깊이의 하구로 나누다,"1)【혼돈어휘】	canalize	운하를 파다, 나갈 길을 열어주다	carnalize 	세속적으로 되다												

",미암기,2010-11-15 12:05:24
candied,kǽndid,설탕 절임의|달콤한|설탕으로 조리한,"1)【혼돈어휘】	candied	설탕으로 절인	candid	솔직한												

",미암기,2010-11-15 12:05:24
canon,kǽnən,교회법|대성당 참사회 의원|규범|개논,"1)【혼돈어휘】	canon	교회법, 규범	cannon	대포												

",미암기,2010-11-15 12:05:24
canvass,kǽnvəs,the setting for a narrative or fictional or dramatic account,"1)【혼돈어휘】	canvass	선거 운동하다	canvas	캔버스, 화포, 유화												

",미암기,2010-11-15 12:05:24
Capitol,kǽpətl,미국 국회 의사당|수도,"1)【혼돈어휘】	Capitol 	[미국의] 국회의사당	capital	수도; 대문자; 자본; 주요한												

",미암기,2010-11-15 12:05:24
capricious,kəpríʃəs,변덕스러운|예측할 수 없는|변화무쌍한,"1)【혼돈어휘】	capricious	변덕스러운	capacious	 널찍한; 용량이 큰	capacitate	능력[자격]을 주다, 가능케 하다										

",미암기,2010-11-15 12:05:24
